period,game_time,player_off,player_def,distance_away
2,2272.0,D. McCarty,J. Larentowicz,4.315043452851894
2,2278.32,A. Winn,M. Robinson,0.4401136216933054
2,2295.12,A. Johnston,J. Mulraney,1.0262553288534007
2,2305.16,A. Godoy,J. Larentowicz,2.3280034364235807
2,2308.04,D. McCarty,E. Torres,0.6177378084592212
2,2342.44,D. Jones,A. Walkes,0.46000000000000085
2,2348.0,D. Rios,M. Robinson,2.8050846689538624
2,2349.64,A. Godoy,J. Larentowicz,2.0223006700290656
2,2364.56,D. Romney,E. Torres,1.123610252712216
2,2364.88,J. Willis,E. Torres,2.0600970850908897
2,2365.04,D. Romney,E. Torres,0.7975587752636145
2,2365.96,J. Willis,E. Torres,2.0459227746911637
2,2371.6,D. Romney,E. Remedi,2.015465206844316
2,2379.36,D. Jones,M. Robinson,3.364669374544845
2,2383.36,D. Lovitz,F. Escobar,3.6381588750355593
2,2389.36,W. Zimmerman,E. Torres,2.5456826196523403
2,2401.56,D. Rios,J. Gallagher,3.5266556395542796
2,2403.12,D. Jones,J. Larentowicz,3.93395475317142
2,2404.84,D. McCarty,E. Torres,3.5260459441136027
2,2405.88,A. Godoy,E. Remedi,2.617059418507727
2,2410.08,D. McCarty,J. Larentowicz,2.503517525403008
2,2410.64,A. Godoy,E. Remedi,1.2431009613060404
2,2472.8,D. Jones,G. Bello,4.927240607074108
2,2488.88,A. Godoy,F. Escobar,1.2701181047445922
2,2520.48,A. Johnston,J. Mulraney,1.5435025105259814
2,2563.52,Tah Anunga,J. Mulraney,4.163472108709268
2,2640.76,A. Winn,J. Mulraney,4.450280890011323
2,2641.36,D. Jones,G. Bello,2.5441894583540745
2,2644.04,D. Rios,A. Walkes,0.5185556864985659
2,2684.92,D. Jones,J. Larentowicz,0.6092618484691127
2,2686.24,D. Rios,J. Larentowicz,1.6786303941010972
2,2690.52,Tah Anunga,E. Torres,2.940017006753532
2,2694.24,A. Godoy,J. Larentowicz,0.8602325267042622
2,2718.72,D. Rios,A. Walkes,1.1900000000000048
2,2753.8,Tah Anunga,J. Gallagher,1.405133445620026
2,2756.32,D. Lovitz,J. Gallagher,1.9492819190666095
2,2759.56,D. Rios,M. Robinson,0.3041381265149096
2,2761.72,T. Washington,M. Robinson,3.579455265819088
2,2768.4,A. Winn,E. Barco,3.401249770305028
2,2775.96,Tah Anunga,E. Remedi,2.3530618351416095
2,2778.24,D. Romney,E. Remedi,2.931091946698365
2,2787.52,T. Washington,F. Escobar,1.3014222988715125
2,2791.12,A. Godoy,J. Gallagher,1.5339491516996269
2,2792.48,D. Romney,E. Torres,4.617282750709556
2,2795.12,D. Lovitz,J. Gallagher,4.4739468034387695
2,2803.32,D. Rios,F. Escobar,2.9337348210088803
2,2804.88,T. Washington,F. Escobar,3.094010342581293
2,2884.92,D. Jones,A. Walkes,0.9200543462209174
2,2887.32,D. Rios,G. Bello,0.39924929555354266
